rank_1based,id,name,network,symbol,private,created,proposalsCount,followersCount,cum_proposals,cum_coverage,is_selected
1,cakevote.eth,PancakeSwap,56,CAKEVOTE,False,1658912310,3733,111328,3733,0.012480733932684946,True
2,snapshot.dcl.eth,Decentraland,1,VP,False,1620760753,2803,34553,6536,0.021852150276996732,True
3,cvx.eth,Convex Finance,1,CVX,False,1623806620,1997,5648,8533,0.02852882471138512,True
4,index-coop.eth,Index Coop,1,INDEX,False,1622134145,1449,2815,9982,0.033373342115205235,True
5,aladdindao.eth,AladdinDAO,1,xALD,False,1616255576,1448,795,11430,0.03821451616677978,True
6,veclev.eth,CLever,1,veCLEV,False,1666942860,1384,174,12814,0.042841715674638334,True
7,hvax.eth,Event Horizon,1,HVAXVC,False,1690928103,1088,215,13902,0.04647928291781037,True
8,sdcrv-gov.eth,sdCRV-Governance,1,sdCRV,False,1674064817,1050,116,14952,0.049989802775651036,True
9,balancer.eth,Balancer,1,veBAL,False,1629284773,1041,36462,15993,0.053470232463281635,True
10,sdbal.eth,Stake DAO BAL,1,sdBAL,False,1654767523,1021,84,17014,0.05688379510600098,True
11,snxgov.eth,Synthetix SCCP/SIP,1,SNX,True,1614762849,969,360,17983,0.06012350343195108,True
12,aavedao.eth,Aave DAO,1,AAVE,False,1743692013,911,157156,18894,0.06316929732765855,True
13,aurafinance.eth,Aura Finance,1,vlAURA,False,1655212412,882,1062,19776,0.0661181340082447,True
14,bentfinance.eth,Bent Finance,1,weBENT,False,1640274089,859,135,20635,0.06899007358718293,True
15,sharkdao.eth,SharkDAO,1,SHARK,False,1628552490,846,1575,21481,0.07181854958692883,True
16,concentratordao.eth,Concentrator,1,asdCRV,False,1663134762,825,225,22306,0.07457681518951792,True
17,leagueoflils.eth,League of Lils,1,Lil Nouns,False,1658262342,776,209,23082,0.07717125653207445,True
18,gm365.eth,gm DAO,1,ETH,False,1657971451,731,3359,23813,0.07961524702358067,True
19,frami.eth,frami y otras hierbas,1,VP,False,1614661090,657,6,24470,0.08181182944891525,True
20,apollodao.eth,WEALTHDAO,56,3Body,False,1633772698,639,1330,25109,0.08394823153382971,True
21,huwacoin.eth,HUWA-DAO,56,HUWA,False,1626953106,635,1825,25744,0.08607126020976193,True
22,pnounsdao.eth,pNounsDAO,1,pNouns,False,1672763599,632,179,26376,0.08818425882895745,True
23,maturka.eth,9K DAO,1,VOTE,False,1680925676,626,4383,27002,0.0902771973346796,True
24,aavegotchi.eth,Aavegotchi,8453,GHST,False,1607347036,595,86235,27597,0.0922664919207893,True
25,eth6888.eth,lovebnbdao,56,BNB,False,1640316581,568,1124,28165,0.09416551599626882,True
26,bancornetwork.eth,Bancor,1,vBNT,False,1615913137,560,4192,28725,0.09603779325378384,True
27,toniya.eth,Klaytn Dex,1001,KDEX,False,1668766072,534,541,29259,0.09782314335291423,True
28,14cat.eth,MATIC Test Space,137,MATIC,False,1640526546,522,1682,29781,0.09956837322509787,True
29,lemu.dcl.eth,dcl.governance.test,1,MANA,False,1661805777,518,214,30299,0.10130022968829927,True
30,frax.eth,Frax,252,veFXS,False,1608791803,510,4626,30809,0.10300533933353616,True
31,zys888.eth,MATIC 2021,137,MATIC,False,1637933137,496,1320,31305,0.10466364204733518,True
32,sdfxs.eth,Stake DAO FXS,1,working-sdFXS,False,1649154631,494,45,31799,0.10631525805664307,True
33,haitangkeji.eth,haidao,137,matic,False,1639122844,481,307,32280,0.10792341048675866,True
34,orbapp.eth,Orb,1,VOTE,False,1685631696,479,514,32759,0.1095248762123831,True
35,ppyaa.eth,PaoPao,137,Dev,False,1637390048,477,674,33236,0.11111965523351644,True
36,fabien.eth,Fabien,1,ETH,False,1605976603,467,971,33703,0.11268100073219414,True
37,abcdcba.eth,matic,1,vote,False,1654605373,462,1787,34165,0.11422562946964403,True
38,•8099.eth,MaticDAO,137,MATIC,False,1675101132,455,1100,34620,0.11574685474137499,True
39,yequ.eth,夜曲,1,ETH,False,1663727275,451,1057,35071,0.1172547066041237,True
40,bnbdddd.eth,bnb,1,666,False,1663391850,439,395,35510,0.11872243823992565,True
41,✓✓✓✓✓.eth,BNB2.0,1,Vote,False,1654578703,438,653,35948,0.12018682652348203,True
42,boboat321.eth,MATIC DAO DAO,137,dai,False,1638950875,434,935,36382,0.12163784139805618,True
43,jbdao.eth,JuiceboxDAO,1,JBX,False,1629050576,415,2532,36797,0.12302533257996463,True
44,yokaiswap.eth,rabbithole.gg,137,RAB,False,1649582802,413,7748,37210,0.12440613705738196,True
45,wdswap.eth,WdDao,137,MATIC,False,1637759076,404,498,37614,0.12575685136458922,True
46,alexec.eth,AlexDAO,56,PEOPLE,False,1638281359,402,1920,38016,0.12710087896730535,True
47,arbitrumfoundation.eth,Arbitrum DAO,42161,ARB,False,1679581634,399,323321,38415,0.1284348765132848,True
48,goopsnapshot.eth,GOOP TROOP,1,GOOP,False,1633590051,394,327,38809,0.12975215729803644,True
49,dcip.eth,DCIP,56,DCIP,True,1634721341,392,6,39201,0.13106275137829695,True
50,zirouziyu.eth,USDC-Matic,137,USDC,False,1637633563,391,1117,39592,0.13237000210631192,True
51,rosette093510.eth,Rosette,56,VOTE,False,1683768137,391,245,39983,0.13367725283432685,True
52,lido-snapshot.eth,Lido,1,LDO,False,1611991380,389,32500,40372,0.13497781685785068,True
53,alluo.eth,Alluo,1,vlALLUO,False,1641484592,389,101,40761,0.1362783808813745,True
54,matic.joints.eth,MATICDAO,1,ETH,False,1687570315,387,801,41148,0.13757225820040722,True
55,skgame.eth,skgame,1,ETH,False,1638252610,380,352,41528,0.138842732053721,True
56,loveeachother.eth,loveeachother,1,ETH,False,1638104314,371,205,41899,0.1400831157368247,True
57,figure1.eth,AntCaveDAO,1,AC,False,1687742745,369,462,42268,0.14131681271543725,True
58,ethip.eth,MATIC,137,MATIC,False,1637483429,367,5832,42635,0.1425438229895587,True
59,2021eth.eth,2021eth,1,USDT,False,1636522783,364,1809,42999,0.14376080320694348,True
60,goodmorningnews.eth,Good Morning News,137,GMN,False,1644709064,352,295,43351,0.1449376631973815,True
61,dao-dvision.eth,Dvision Binance Test,97,VP,False,1651141387,342,8,43693,0.14608108966536387,True
62,futera.eth,Futera United,1,FU,False,1643714442,341,458,44034,0.1472211727811007,True
63,biteren.eth,poly dao,137,MATIC,False,1637379929,341,498,44375,0.14836125589683752,True
64,guodanpi.eth,guodanpi,1,eth,False,1639919980,329,420,44704,0.1494612187856276,True
65,apecoin.eth,ApeCoin DAO,1,APE,False,1647457750,327,36331,45031,0.15055449496992654,True
66,polygondaoo.eth,polygon,137,matic,False,1650292694,325,581,45356,0.15164108444973437,True
67,dapang.eth,MATIC,137,MATIC,False,1650329805,324,639,45680,0.15272433057729662,True
68,magicappstore.eth,Magic Square,56,SQRv,False,1669135216,324,96385,46004,0.1538075767048589,True
69,iwan.eth,Iwan,5,CVX,False,1616133729,322,61,46326,0.15488413612793003,True
70,aggris88.eth,PulseXV2B,941,PLSX,True,1648931110,321,5,46647,0.15595735219875562,True
71,bwkj88.eth,Socialfi DAO,56,DJFC,True,1637503479,320,404,46967,0.15702722491733562,True
72,nibajie.eth,nibajie,137,MATIC,False,1686727040,318,587,47285,0.1580904109314245,True
73,fuse.eth,Rari Capital DAO,1,TRIBE,False,1642380399,317,3555,47602,0.15915025359326782,True
74,dapang1.eth,pylygon1,137,matic,False,1650340770,313,464,47915,0.1601967228461289,True
75,olympusdao.eth,OlympusDAO,1,OHM,False,1617325333,311,27194,48226,0.16123650539449885,True
76,decentralgames.eth,Bag.win,1,BAG,False,1607046538,310,3193,48536,0.16227294459062325,True
77,dorg.eth,dOrg,1,dOrg,False,1626808308,296,278,48832,0.16326257685530973,True
78,dogamoni.eth,ZKSYNC,1,VOTE,False,1680023976,295,2137,49127,0.1642488657677507,True
79,0x1369.eth,老哥们BlingBling,1,ETH,False,1665243638,292,100,49419,0.16522512462345496,True
80,metislayer2.eth,Metis,1088,METIS,False,1648778068,292,26047,49711,0.16620138347915922,True
81,qhsky.eth,qhsky,1,ETH,False,1636357614,289,506,50000,0.1671676122781268,True
82,bgansv2.eth,BASTARD GAN PUNKS V2s,1,BGAN,False,1629989091,287,177,50287,0.16812715437260323,True
83,狂奔的蜗牛1.eth,lumao,56,usdt,False,1637416592,271,418,50558,0.16903320283115067,True
84,gearbox.eth,Gearbox,1,GEAR,False,1632333422,270,6500,50828,0.16993590793745256,True
85,metastreetdao.eth,MetaStreet DAO,1,MSD,True,1638223608,269,19,51097,0.1708352696915089,True
86,polygon.joints.eth,POLYGONDAO,1,ETH,False,1687570315,268,143,51365,0.17173128809331964,True
87,狂奔的蜗牛2.eth,lumao(狂奔的蜗牛2.eth),56,usdt,False,1637497598,263,415,51628,0.1726105897339026,True
88,17707.eth,17707,1,CLONEX,False,1639593537,262,261,51890,0.17348654802223998,True
89,primerating.eth,Prime Rating,1,RXP,False,1632221899,261,58,52151,0.17435916295833181,True
90,xdaistake.eth,xDai Chain (Gnosis Chain),1,STAKE,False,1607701635,257,12389,52408,0.17521840448544138,True
91,wubianfengguang.eth,BNB DAO,137,DAI,False,1639211440,255,146,52663,0.17607095930805983,True
92,sdcrv.eth,Stake DAO CRV,1,sdCRV,False,1649944015,254,101,52917,0.1769201707784327,True
93,alienape.eth,Snoppass,1,VOTE,False,1687624508,250,317,53167,0.17775600883982334,True
94,fantomecosystem.eth,Fantom,250,FTM,False,1633947039,249,1540,53416,0.1785885035489684,True
95,qidao.eth,Qi Dao | Mai.Finance,1,aveQI,False,1621231997,248,8360,53664,0.17941765490586792,True
96,kuwaoracle.eth,Kuwa Oracle,1,KUWA,False,1670758618,245,2007,53909,0.18023677620603074,True
97,fansweet.eth,Web3 Fans Dao,137,MATIC,False,1686984060,243,187,54152,0.18104921080170244,True
98,gnosis.eth,GnosisDAO,1,GNO,False,1614189788,243,12164,54395,0.18186164539737412,True
99,thanku.eth,Chaitu's test space,8453,THANKU,False,1615118054,242,28,54637,0.18267073664080027,True
100,shapeshiftdao.eth,ShapeShift,1,FOX,False,1626221433,238,6620,54875,0.18346645447524415,True
101,mintimerka.eth,9k dao - 3,1,VOTE,False,1681085327,237,439,55112,0.18425882895744247,True
102,bhcapital.eth,bhc,1,MATIC,False,1687407139,235,41,55347,0.18504451673514966,True
103,xindijia.eth,bnb,1,xdj,False,1663392110,233,155,55580,0.18582351780836573,True
104,polywrap.eth,Polywrap,1,WRAP-IOU,False,1625683371,233,68,55813,0.1866025188815818,True
105,parallel-protocol.eth,Parallel,1,sPRL,False,1756253770,232,115,56045,0.18737817660255232,True
106,sushigov.eth,Sushi,1,SUSHIPOWAH,False,1623288078,229,61175,56274,0.18814380426678615,True
107,huangwenchao.eth,ChaoChao,1,d,False,1655102887,226,37,56500,0.18889940187428328,True
108,software.criptotwitter.eth,swDAO,42161,ETH,False,1687510115,225,116,56725,0.18965165612953483,True
109,mocana.eth,Moca DAO,1,MOCA,False,1678804318,225,4226,56950,0.1904039103847864,True
110,magicstoretest.eth,Magic Test ,56,SQRv,True,1671459929,224,19,57174,0.19115282128779243,True
111,karastar.eth,KaraStar DAO,56,KARA,False,1639723111,222,216,57396,0.19189504548630731,True
112,conic-dao.eth,Conic,1,vlCNC,False,1666096981,221,879,57617,0.19263392633257662,True
113,test.joints.eth,TESTDAO,1,ETH,False,1687573901,221,160,57838,0.19337280717884595,True
114,theheaddao.eth,Head Dao,1,HEAD,False,1634574485,220,1244,58058,0.1941083446728697,True
115,0035666.eth,Kiter,1,VOTE,False,1686981134,218,691,58276,0.19483719546240233,True
116,thalesgov.eth,Overtime Governance,1,TC-NFT,False,1627092370,217,93,58493,0.1955627028996894,True
117,yam.eth,Yam,1,YAM,False,1607212711,215,1851,58708,0.19628152363248536,True
118,krausehouse.eth,Krause House,1,KRAUSE,False,1638062021,214,924,58922,0.19699700101303574,True
119,ginoct.eth,DCL DAO Squad Test,1,VP,True,1652285436,213,5,59135,0.19770913504134055,True
120,longbnb2017.eth,BTC & BNB,1,ticket,False,1654842118,210,190,59345,0.1984112390129087,True
121,bnb.freesubs.eth,BNBDAO,42161,ETH,False,1687568850,210,209,59555,0.1991133429844768,True
122,beets.eth,Beets,146,maBEETS,False,1635239873,206,5126,59761,0.1998020735470627,True
123,neuramon.eth,bnb,1,eth,False,1637753819,206,120,59967,0.2004908041096486,True
124,gotchivault.eth,Gotchi Vault,137,VLT,False,1645153306,205,416,60172,0.2011761913199889,True
125,sixer.eth,SIXER,56,SIX,False,1637423162,205,4,60377,0.2018615785303292,True
126,haitang.eth,cocos,137,matic,False,1640075317,205,193,60582,0.20254696574066955,True
127,lxdao.eth,LXDAO,1,LXB,False,1663149908,204,158,60786,0.2032290095987643,True
128,curve.eth,Curve Finance,1,CRV,False,1623154882,203,32956,60989,0.2039077101046135,True
129,decoffee.eth,coffeedao,1,decoffee,False,1659326289,203,294,61192,0.20458641061046268,True
130,deffan.eth,QDAO,84531,VOTE,False,1689412099,200,172,61392,0.20525508105957518,True
131,lasmita.eth,Lasmita DAO,84531,VOTE,True,1689532101,200,138,61592,0.2059237515086877,True
132,rallygov.eth,Rally,1,RLY,False,1618613144,198,419,61790,0.2065857352533091,True
133,ppybbbbbb.eth,Hey Python,1,VOTE,False,1685498062,198,20,61988,0.20724771899793046,True
134,xiaoaojianghu.eth,mikkDAO,1,MATIC,False,1685880684,197,100,62185,0.20790635939030627,True
135,glmrapes.eth,GLMR APES,1284,GLMA,False,1643140551,194,1085,62379,0.20855496972594542,True
136,zhulindong.eth,Polygon,137,Matic,False,1651146230,194,673,62573,0.20920358006158454,True
137,10bmw.eth,KKKDAO,1,MATIC,False,1688717275,192,111,62765,0.20984550369273255,True
138,tomoondao.eth,MoonDAO,1,vMOONEY,False,1643040403,191,2481,62956,0.210484083971635,True
139,levidao.eth,Peah DAO,1,PEAH,False,1623501714,191,6,63147,0.21112266425053744,True
140,cyphertrust.eth,CypherTrust,1,TRUST,False,1639486492,190,19,63337,0.2117579011771943,True
141,uniswapgovernance.eth,Uniswap,1,UNI,False,1620456818,189,125093,63526,0.21238979475160563,True
142,venus-xvs.eth,Venus Protocol,56,XVS,False,1644434518,189,812,63715,0.21302168832601698,True
143,noixaref.eth,Testing Snapshott,1,ETH,False,1687898030,188,327,63903,0.2136502385481827,True
144,hbot-prp.eth,Pull Request Proposals,1,HBOT,True,1641200763,188,195,64091,0.21427878877034848,True
145,laoer6666661.eth,facai,56,DZHT,False,1636879049,187,40,64278,0.21490399564026866,True
146,狂奔的蜗牛5.eth,lumao(狂奔的蜗牛5.eth),56,usdt,False,1639906144,184,242,64462,0.21551917245345217,True
147,szns.shean.eth,SZNS Staging Test,4,TEST,False,1631895888,183,7,64645,0.21613100591439013,True
148,alexjyoung.eth,Commonwealth Test Space,1,dYdX,False,1647881589,182,66,64827,0.2167394960230825,True
149,zhudapang3.eth,polgon,137,matic,False,1651145184,181,391,65008,0.21734464277952933,True
150,reidar.eth,Reidar,1,RDR,False,1637537486,180,70,65188,0.21794644618373057,True
151,jone716.eth,$100K until 2024,56,VOTE,False,1684166626,180,38,65368,0.21854824958793184,True
152,pool.maturka.eth,9k Dao -2,1,VOTE,False,1681083663,178,316,65546,0.21914336628764197,True
153,sdangle.eth,Stake DAO ANGLE,1,sdANGLE,False,1649155054,177,47,65723,0.21973513963510655,True
154,theuplift.eth,The Uplift DAO,1,UDT,False,1651426186,176,164,65899,0.22032356963032554,True
155,gitcoindao.eth,Gitcoin,1,GTC,False,1621966386,176,150429,66075,0.22091199962554456,True
156,zlexdl.eth,zlexdl.eth,1,VOTE,False,1690012175,173,1160,66248,0.22149039956402686,True
157,zwei02.eth,zwei,137,MATIC,False,1637927332,172,1224,66420,0.22206545615026363,True
158,0x565.eth,jyhfgjgyhfgyu,1,ETH,False,1688311594,172,12,66592,0.22264051273650037,True
159,600174.eth,ETH(MATIC),1,WETH,False,1662168441,171,158,66763,0.22321222597049156,True
160,狂奔的蜗牛3.eth,lumao(狂奔的蜗牛3.eth),56,usdt,False,1639213121,170,365,66933,0.2237805958522372,True
161,狂奔的蜗牛4.eth,lumao(狂奔的蜗牛4.eth),56,usdt,False,1639295948,170,368,67103,0.22434896573398283,True
162,pizzap.eth,Pizzap,56,MAPI,False,1636083930,170,63,67273,0.22491733561572846,True
163,thehong.eth,Scientist DAO,137,matic,False,1637678437,170,113,67443,0.2254857054974741,True
164,ali33.eth,ali,137,MATIC,False,1687401625,169,45,67612,0.22605073202697418,True
165,meiridi.eth,Matic guild,1,MATIC,False,1689394698,168,577,67780,0.22661241520422867,True
166,guguzx.eth,A9DAO,1,a9dao,False,1637380459,165,10,67945,0.22716406832474648,True
167,evoms002.eth,evmosdao,1,VOTE,False,1659069620,164,79,68109,0.22771237809301875,True
168,狂奔的蜗牛.eth,lumao(狂奔的蜗牛.eth),56,usdt,False,1639903189,162,241,68271,0.2282540011567999,True
169,hayao-miyazaki.eth,Studio Ghibli,56,CAKE,False,1644401898,162,105,68433,0.228795624220581,True
170,otterclam.eth,OtterClam,137,MATIC,False,1636616639,161,343,68594,0.22933390393211658,True
171,porogaugoda.eth,SpaceMatic,137,Matic,False,1691565072,160,324,68754,0.22986884029140658,True
172,kalmyapp.eth,Kalmy.APP,56,veKALM,False,1660745704,160,345,68914,0.23040377665069658,True
173,dunjia.eth,ConstitutionDAO,1,PEOPLE,False,1637383574,160,4585,69074,0.23093871300998658,True
174,infinex.eth,Infinex,10,INX COUNCIL,False,1694400441,160,388,69234,0.23147364936927659,True
175,joshupgig.eth,zDAO Testing Space 1,4,ZDAO,True,1646135170,158,2,69392,0.23200189902407548,True
176,rusha.eth,Testers Game,1,VOTE,False,1681516525,157,326,69549,0.2325268053266288,True
177,testsnap.eth,TestDAO,1,WETH,False,1645533184,157,31,69706,0.23305171162918212,True
178,voting.budlight.beer.eth,Bud Light N3XT NFT Voting,1,BUDLIGHTN3XT,False,1663176501,156,41,69862,0.23357327457948987,True
179,stakewise.eth,StakeWise,1,SWISE,False,1618991843,155,521,70017,0.23409149417755207,True
180,stgdao.eth,Stargate DAO,1,veSTG,False,1646451490,155,921357,70172,0.23460971377561426,True
181,koba777.eth,ArbitrumPRO,42161,aPRO,False,1652005990,154,992,70326,0.23512459002143088,True
182,bullsontheblock.eth,Bulls on the Block,1,BOTB,False,1629041643,154,1201,70480,0.23563946626724752,True
183,apql.eth,apql,1,eth,False,1639555041,153,2,70633,0.23615099916081858,True
184,沪上刘亦菲.eth,刘亦菲,137,MATIC,False,1663493131,151,54,70784,0.23665584534989853,True
185,officialoceandao.eth,OceanDAO,1,OCEAN,False,1616189855,151,1420,70935,0.23716069153897848,True
186,eastern555.eth,1234qcw,137,matic,False,1687779588,150,87,71085,0.23766219437581285,True
187,awsbcommunity.eth,Allan Wall Street Bets (aWSB),56,aWSB,False,1615710445,149,730,71234,0.23816035386040166,True
188,beanstalkfarms.eth,Beanstalk Farms,1,STALK,False,1633724140,149,332,71383,0.2386585133449905,True
189,新华社.eth,新华社,1,XHS,False,1687691688,149,114,71532,0.2391566728295793,True
190,elacek.eth,123木头人 DAO,137,ooo,False,1686653411,148,141,71680,0.23965148896192257,True
191,170513.eth,一起发财,1,eth,False,1687074707,147,118,71827,0.24014296174202027,True
192,anglegovernance.eth,Angle Protocol,1,ANGLE,False,1635260243,147,1879,71974,0.24063443452211794,True
193,kingofwords.eth,LOL,1,eth,False,1690629344,146,96,72120,0.2411225639499701,True
194,black369hole.eth,matic black hole,137,MATIC,False,1694325045,146,843,72266,0.2416106933778222,True
195,3.spaceshot.eth,Social Proposal ,4,DGTX,True,1643955420,146,8,72412,0.24209882280567432,True
196,zksyncdao.eth,zksyncdao,1,zksync,False,1662084254,146,4918,72558,0.24258695223352647,True
197,xxx.freesubs.eth,XXXDAO,42161,ETH,False,1687510079,145,121,72703,0.24307173830913303,True
198,spectradao.eth,Spectra DAO,8453,veSPECTRA,False,1701782378,145,95,72848,0.2435565243847396,True
199,sniperalex.eth,Matic sniper,137,MATIC,False,1694321944,144,338,72992,0.2440379671081006,True
200,gccofficial.eth,GCC,1,GCC,False,1689948060,144,51,73136,0.24451940983146161,True
201,ethereum.freesubs.eth,ETHERDAO,42161,ETH,False,1687568850,144,115,73280,0.24500085255482262,True
202,timelessfi.eth,Timeless,1,veLIT,False,1674674194,144,166,73424,0.24548229527818363,True
203,guoxinchen.eth,guoxinchen,1,ENS,False,1620645234,143,7,73567,0.24596039464929906,True
204,wesley888.eth,wesley,137,MATIC,False,1639492017,143,51,73710,0.2464384940204145,True
205,jpeg’d.eth,JPEG’d,1,JPEG,False,1647629932,142,677,73852,0.24691325003928438,True
206,mstablegovernance.eth,mStable,1,vMTA,False,1626173666,142,956,73994,0.24738800605815428,True
207,alchemixstakers.eth,Alchemix,59144,ALCX,False,1614574749,140,2540,74134,0.247856075372533,True
208,opaldefi.eth,Opal DeFi,1,vlGEM,False,1709897990,140,21,74274,0.24832414468691177,True
209,bnb.joints.eth,BNBDAO,42161,ETH,False,1687570052,140,107,74414,0.24879221400129053,True
210,flygame.eth,dappback,1,eth,False,1653114372,139,2443,74553,0.2492569399634237,True
211,vote.airswap.eth,AirSwap,1,sAST,False,1611848126,138,1638,74691,0.24971832257331136,True
212,extradao.eth,Extra Finance,1,veEXTRA,False,1703065914,138,987,74829,0.250179705183199,True
213,rarible.eth,Rarible Protocol DAO,1,RARI,False,1621619131,138,4131,74967,0.25064108779308664,True
214,defi.0x0makaveli.eth,DAO DeFi Invest,1,DEFIBRO,False,1690814363,138,155,75105,0.25110247040297423,True
215,metatrekkers.eth,MetaTrekkers,137,MT,False,1664213236,138,54,75243,0.2515638530128619,True
216,origingov.eth,Origin Protocol,1,xOGN,False,1625094708,138,725,75381,0.25202523562274953,True
217,fei.eth,Fei,1,TRIBE,False,1617307126,137,1972,75518,0.2524832748803916,True
218,518688.eth,88188,137,MATIC,False,1685880151,137,30,75655,0.25294131413803367,True
219,反复横跳的五香粉.eth,guofengmeitang space,137,MATIC,False,1688029718,136,15,75791,0.25339601004343015,True
220,satori.lol,Wiz Nouns ,1,WIZ,False,1686950906,136,31,75927,0.25385070594882664,True
221,11051995.eth,Thien Thien,56,CAKE,False,1690783125,136,284,76063,0.2543054018542232,True
222,qqgame.eth,POAP,100,STAKE,False,1636883455,135,2701,76198,0.2547567544073741,True
223,dao-chain.eth,DAOCHAIN,80001,LINK,False,1669141700,134,48,76332,0.2552047636082795,True
224,中国加油啊.eth,RADARDao,1,ETH,False,1638272385,134,9,76466,0.25565277280918486,True
225,unassign.eth,Tii Voter Pro,1,VOTE,False,1685885886,134,148,76600,0.25610078201009023,True
226,cosmonautlww.eth,rhsdghfjh,1,ETH,False,1688053810,134,17,76734,0.2565487912109956,True
227,shanghaiboy.eth,富贵人家歌舞厅,1,小黑子,False,1687139691,133,171,76867,0.25699345705965543,True
228,神圣天使兽.eth,airdrop,1,VOTE,False,1682319065,133,63,77000,0.25743812290831525,True
229,sdapw.eth,Stake DAO APW,1,sdAPW,False,1662051560,133,21,77133,0.25788278875697507,True
230,vivox.eth,polygon dao,137,matic,False,1689131566,132,186,77265,0.25832411125338933,True
231,morpho.eth,Morpho,1,MORPHO,False,1656953743,132,1289,77397,0.2587654337498036,True
232,kwenta.eth,Kwenta,10,KCNFT,False,1637004043,132,1090,77529,0.2592067562462178,True
233,0xmetamask.eth,0xMetaMaskDAO,1,ETH,False,1637393365,131,1303,77660,0.2596447353903865,True
234,acryptos,ACryptoS,56,ACS,False,1620456709,130,102,77790,0.26007937118230967,True
235,mutantsdao.eth,MutantCats DAO,1,MUTCATS ,False,1633557305,130,4522,77920,0.26051400697423277,True
236,revotu.eth,Polygon,137,MATIC,False,1637744646,130,7892,78050,0.2609486427661559,True
237,stakedao.eth,Stake DAO,1,veSDT,False,1611423476,129,1516,78179,0.26137993520583347,True
238,vote.vitadao.eth,VitaDAO,1,VITA,False,1640744276,129,1544,78308,0.26181122764551107,True
239,fionge.eth,fionge私人空间,1,VOTE,False,1687624660,128,112,78436,0.26223917673294306,True
240,btcfreedom.eth,btcfreedom,1,ziyou,False,1647002008,128,86,78564,0.26266712582037505,True
241,kongsdao.eth,K.I.N.G. DAO,1,K.I.N.G.,False,1635944914,128,73,78692,0.26309507490780704,True
242,donaldtexas.eth,Philand DAO,1,VOTE,False,1681203619,128,175,78820,0.2635230239952391,True
243,pornxyz.eth,pornxyz,1,pornxyz,False,1639915924,128,0,78948,0.26395097308267107,True
244,idlefinance.eth,Idle DAO,1,IDLE,False,1606230617,128,114,79076,0.26437892217010306,True
245,elyfi-bsc.eth,ELYFI,1,sELFI,False,1641981693,126,191,79202,0.26480018455304394,True
246,11fomo.eth,11fomo,1,eth,False,1689665079,126,35,79328,0.2652214469359848,True
247,shrimpfund.eth,Shrimp DAO,56,SHP,False,1639320576,126,439,79454,0.2656427093189257,True
248,seciro.eth,SeciroWho,1,VOTE,False,1687774159,126,32,79580,0.2660639717018666,True
249,grantsdao.eth,Synthetis Grants Council,10,SNX-GCT,False,1625403433,125,62,79705,0.2664818907325619,True
250,boryascammer.eth,Nihuya,1,VOTE,False,1686777999,125,4,79830,0.2668998097632572,True
251,y2factory.eth,Y2 FACTORY DAO,137,Y2FD,False,1669615323,125,106,79955,0.26731772879395255,True
252,dinodisconnect.eth,Dinosaur,56,POSI,False,1653881435,125,4,80080,0.26773564782464787,True
253,1todamoon.eth,matic to the moon,137,MATIC,False,1694326740,125,394,80205,0.2681535668553432,True
254,1.snapspace.eth,Test space arb,42161,ABC,False,1650355142,125,23,80330,0.2685714858860385,True
255,2828528.eth,空投燥起来,1,余额0.0001eth,False,1689829494,125,189,80455,0.2689894049167338,True
256,googluck.eth, I Love ETH Dao,1,ETH,False,1637617940,124,109,80579,0.26940398059518356,True
257,slojnozapomnit.eth,Slojnozapomnit DAO,1,SLG,False,1687439075,124,81,80703,0.2698185562736333,True
258,wrldtakeovernft.eth,MetaTrustDAO,1,MTD,False,1669614722,123,171,80826,0.27022978859983754,True
259,aram-test.eth,aram-test,137,UGT,True,1675426542,123,6,80949,0.2706410209260417,True
260,autumnlong.eth,"autumn longer,  harvest heavy ",137,MATIC,False,1688806877,122,124,81071,0.27104890990000036,True
261,maker.freesubs.eth,MAKERDAO,42161,ETH,False,1687568732,122,73,81193,0.27145679887395896,True
262,xpang.eth,web3,1,VOTE,False,1690630498,122,91,81315,0.2718646878479176,True
263,pushdao.eth,Push,1,PUSH,False,1664379342,121,903,81436,0.27226923346963067,True
264,apeazuki.eth,bnbmoon,56,BNBMOON,False,1649781937,121,45,81557,0.2726737790913437,True
265,0xsupplynft.eth,nft支持,1,VOTE,False,1687450297,120,83,81677,0.2730749813608112,True
266,kogecoin.eth,KogeCoin,137,KOGECOIN,False,1623448589,120,980,81797,0.27347618363027876,True
267,badgerdao.eth,BadgerDAO,1,BADGER,False,1607194148,119,10552,81916,0.2738740425475007,True
268,staking.idlefinance.eth,Idle DAO (stkIDLE holders),1,stkIDLE,False,1624383568,119,87,82035,0.27427190146472263,True
269,beefydao.eth,Beefy,1,BIFI,False,1639861911,119,11007,82154,0.27466976038194457,True
270,poktdao.eth,POKT Network,100,POKTDAO,False,1677339508,119,478,82273,0.2750676192991665,True
271,91bnb.eth,91BNB,1,91BNB,False,1689483454,119,105,82392,0.27546547821638845,True
272,chenliang14578520.eth,freedom,1,free,False,1646907350,118,77,82510,0.27585999378136483,True
273,threshold.eth,Threshold Network,1,T,False,1644155134,117,150,82627,0.27625116599409566,True
274,synthereum.eth,Jarvis Network,1,JARVIS,False,1616089943,117,286,82744,0.27664233820682643,True
275,paraswap-dao.eth,Velora DAO,1,VLR,False,1637689091,117,8190,82861,0.27703351041955726,True
